UID          PID    PPID  C STIME TTY          TIME CMD
adminis+    5220    4347  0 09:35 ?        00:00:00 /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -parentBuildID 20250131183110 -sandboxingKind 0 -prefsHandle 0 -prefsLen 40163 -prefMapHandle 1 -prefMapSize 261150 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {d4da33dc-8b8c-4fbd-b051-104363a328d7} -parentPid 4347 -crashReporter 5 -appDir /snap/firefox/5701/usr/lib/firefox/browser 6 utility
adminis+    5228    4347  0 09:35 ?        00:00:00 /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37028 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {343d6873-060a-4345-bc3a-8888d808d33e} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 7 tab
adminis+    5235    4347  0 09:35 ?        00:00:00 /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37028 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2f9c74ba-40c8-4687-9d76-5a9d1c0bcabb} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 8 tab
adminis+    5314    4347  0 09:35 ?        00:00:00 /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37524 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e27f92b1-ad1d-4eda-9209-fa25aa9b8076} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 9 tab
adminis+    5361    2754  4 09:36 ?        00:00:05 /usr/bin/nautilus --gapplication-service
adminis+    5385    2926  0 09:36 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.19 /org/gtk/gvfs/exec_spaw/1
adminis+    5400    2754  2 09:36 ?        00:00:02 /usr/libexec/gnome-terminal-server
adminis+    5408    5400  0 09:36 pts/0    00:00:00 bash
root        5715       2  0 09:37 ?        00:00:00 [kworker/0:1-events]
root        5908    5408  0 09:38 pts/0    00:00:00 sudo ./uac -p ir_triage /home/administrator/Desktop/
root        5909    5908  0 09:38 pts/1    00:00:00 sudo ./uac -p ir_triage /home/administrator/Desktop/
root        5910    5909  1 09:38 pts/1    00:00:00 /bin/sh ./uac -p ir_triage /home/administrator/Desktop/
adminis+    6306    3659  4 09:38 ?        00:00:00 /usr/libexec/tracker-extract-3 --socket-fd 3
root        6908    5910  5 09:38 pts/1    00:00:00 /bin/sh ./uac -p ir_triage /home/administrator/Desktop/
root        7034    6908 99 09:38 pts/1    00:00:00 ps -deaf
