USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           2  0.0  0.0      0     0 ?        S    09:31   0:00 [kthreadd]
adminis+    4632  1.3  2.4 2439412 97268 ?       Sl   09:35   0:02  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 30998 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {463ce4fb-9bb5-48b1-96f3-3bd82ff24157} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 2 tab
adminis+    4638  0.5  1.4 350200 56192 ?        Sl   09:35   0:00  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -parentBuildID 20250131183110 -prefsHandle 0 -prefsLen 30998 -prefMapHandle 1 -prefMapSize 261150 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {52885d26-1199-41a2-a468-9a3da24708a6} -parentPid 4347 -crashReporter 5 -appDir /snap/firefox/5701/usr/lib/firefox/browser 3 rdd
adminis+    4669  2.1  3.1 2461184 126588 ?      Sl   09:35   0:03  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 31123 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {26b05271-803d-4c9e-abac-b2923ea64c69} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 4 tab
adminis+    4696  4.1  4.0 2486168 158640 ?      Sl   09:35   0:06  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 28088 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6aff854f-0b29-4780-9e15-371067f6152b} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 5 tab
adminis+    5220  0.1  1.1 216192 46848 ?        Sl   09:35   0:00  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -parentBuildID 20250131183110 -sandboxingKind 0 -prefsHandle 0 -prefsLen 40163 -prefMapHandle 1 -prefMapSize 261150 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {d4da33dc-8b8c-4fbd-b051-104363a328d7} -parentPid 4347 -crashReporter 5 -appDir /snap/firefox/5701/usr/lib/firefox/browser 6 utility
adminis+    5228  0.3  1.9 2403416 76452 ?       Sl   09:35   0:00  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37028 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {343d6873-060a-4345-bc3a-8888d808d33e} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 7 tab
adminis+    5235  0.4  1.9 2403420 75952 ?       Sl   09:35   0:00  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37028 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2f9c74ba-40c8-4687-9d76-5a9d1c0bcabb} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 8 tab
adminis+    5314  0.2  1.9 2404084 76628 ?       Sl   09:35   0:00  |       \_ /snap/firefox/5701/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0 -prefsLen 37524 -prefMapHandle 1 -prefMapSize 261150 -jsInitHandle 2 -jsInitLen 253512 -parentBuildID 20250131183110 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e27f92b1-ad1d-4eda-9209-fa25aa9b8076} -parentPid 4347 -crashReporter 6 -greomni /snap/firefox/5701/usr/lib/firefox/omni.ja -appomni /snap/firefox/5701/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/5701/usr/lib/firefox/browser 9 tab
adminis+    3064  0.0  0.1 236068  7552 ?        Sl   09:34   0:00  \_ /usr/libexec/at-spi2-registryd --use-gnome-session
adminis+    3092  0.1  0.5 655840 22308 ?        Sl   09:34   0:00  \_ /usr/libexec/gnome-shell-calendar-server
adminis+    3103  0.3  2.2 751472 88576 ?        Ssl  09:34   0:00  \_ /usr/libexec/evolution-source-registry
adminis+    3111  0.1  0.6 2539736 26892 ?       Sl   09:34   0:00  \_ /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
adminis+    3114  0.4  0.3 388672 12108 ?        Ssl  09:34   0:01  \_ /usr/bin/ibus-daemon --panel disable
adminis+    3421  0.0  0.1 236648  6912 ?        Sl   09:34   0:00  |   \_ /usr/libexec/ibus-memconf
adminis+    3426  3.9  0.7 421468 29516 ?        Sl   09:34   0:09  |   \_ /usr/libexec/ibus-extension-gtk3
adminis+    3566  0.1  0.1 236772  7424 ?        Sl   09:34   0:00  |   \_ /usr/libexec/ibus-engine-simple
adminis+    3116  0.0  0.1 383520  6656 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-a11y-settings
adminis+    3117  0.1  0.5 412964 20612 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-color
adminis+    3120  0.0  0.3 431668 12160 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-datetime
adminis+    3121  0.0  0.2 458872  7936 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-housekeeping
adminis+    3125  0.1  0.4 411764 19804 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-keyboard
adminis+    3128  0.1  0.6 741612 25792 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-media-keys
adminis+    3130  0.1  0.6 523532 24560 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-power
adminis+    3131  0.0  0.2 323644 11392 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-print-notifications
adminis+    3134  0.0  0.1 531084  6656 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-rfkill
adminis+    3135  0.0  0.1 309560  6016 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-screensaver-proxy
adminis+    3136  0.0  0.2 543196 11520 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-sharing
adminis+    3137  0.0  0.2 385820  8192 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-smartcard
adminis+    3138  0.0  0.2 393640  9856 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-sound
adminis+    3139  0.1  0.5 486472 20984 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-wacom
adminis+    3141  0.1  0.3  39128 12032 ?        Ss   09:34   0:00  \_ /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
adminis+    3486  0.2  0.7 429604 30484 ?        Sl   09:34   0:00  |   \_ /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
adminis+    3170  0.8  0.9 214240 37240 ?        Sl   09:34   0:02  \_ /usr/bin/vmtoolsd -n vmusr --blockFd 3 --uinputFd 4
adminis+    3279  0.2  0.2 463056 10880 ?        Ssl  09:34   0:00  \_ /usr/libexec/gvfs-udisks2-volume-monitor
adminis+    3296  0.0  0.6 546652 24320 ?        Sl   09:34   0:00  \_ /usr/libexec/goa-daemon
adminis+    3332  0.0  0.3 416204 14976 ?        Sl   09:34   0:00  \_ /usr/libexec/gsd-printer
adminis+    3432  0.1  0.6 964452 24576 ?        Ssl  09:34   0:00  \_ /usr/libexec/evolution-calendar-factory
adminis+    3438  0.0  0.1 310428  7168 ?        Sl   09:34   0:00  \_ /usr/libexec/ibus-portal
adminis+    3458  0.0  0.2 462860  9344 ?        Sl   09:34   0:00  \_ /usr/libexec/goa-identity-service
adminis+    3480  0.0  0.1 310760  6912 ?        Ssl  09:34   0:00  \_ /usr/libexec/gvfs-gphoto2-volume-monitor
adminis+    3500  0.0  0.1 309772  6400 ?        Ssl  09:34   0:00  \_ /usr/libexec/gvfs-goa-volume-monitor
adminis+    3513  0.0  0.1 309792  6528 ?        Ssl  09:34   0:00  \_ /usr/libexec/gvfs-mtp-volume-monitor
adminis+    3514  0.1  0.7 751564 30080 ?        Ssl  09:34   0:00  \_ /usr/libexec/evolution-addressbook-factory
adminis+    3525  0.0  0.2 389376  7936 ?        Ssl  09:34   0:00  \_ /usr/libexec/gvfs-afc-volume-monitor
adminis+    3586  0.0  0.1 230216  5888 ?        Ssl  09:34   0:00  \_ /usr/libexec/dconf-service
adminis+    3609  0.0  0.1 236340  6656 ?        Ssl  09:34   0:00  \_ /usr/libexec/gvfsd-metadata
adminis+    3659  0.6  0.8 957604 33048 ?        SNsl 09:34   0:01  \_ /usr/libexec/tracker-miner-fs-3
adminis+    6306  4.1  0.7 474332 30492 ?        SNl  09:38   0:00  |   \_ /usr/libexec/tracker-extract-3 --socket-fd 3
adminis+    3671  0.0  0.6 2531536 27028 ?       Sl   09:34   0:00  \_ /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
adminis+    3729  0.2  2.0 640452 79380 ?        Ssl  09:34   0:00  \_ /usr/libexec/gsd-xsettings
adminis+    3760  0.1  0.3 832692 14164 ?        Ssl  09:34   0:00  \_ /usr/libexec/xdg-desktop-portal
adminis+    3767  0.2  2.2 872320 87316 ?        Ssl  09:34   0:00  \_ /usr/libexec/xdg-desktop-portal-gnome
adminis+    3793  0.1  0.6 267112 24708 ?        Sl   09:34   0:00  \_ /usr/libexec/ibus-x11
adminis+    3827  0.1  0.6 417760 25980 ?        Ssl  09:34   0:00  \_ /usr/libexec/xdg-desktop-portal-gtk
adminis+    4725  0.1  0.5 1237944 19968 ?       Sl   09:35   0:00  \_ /usr/bin/snap userd
adminis+    5361  4.5  4.3 1444296 170892 ?      Sl   09:36   0:05  \_ /usr/bin/nautilus --gapplication-service
adminis+    5400  2.9  1.3 623816 55204 ?        Ssl  09:36   0:02  \_ /usr/libexec/gnome-terminal-server
adminis+    5408  0.5  0.1  11748  5888 pts/0    Ss   09:36   0:00      \_ bash
root        5908  0.5  0.1  19812  7552 pts/0    S+   09:38   0:00          \_ sudo ./uac -p ir_triage /home/administrator/Desktop/
root        5909  0.0  0.0  19812  2608 pts/1    Ss   09:38   0:00              \_ sudo ./uac -p ir_triage /home/administrator/Desktop/
root        5910  1.4  0.0   3296  2432 pts/1    S+   09:38   0:00                  \_ /bin/sh ./uac -p ir_triage /home/administrator/Desktop/
root        6908  4.5  0.0   3296  1588 pts/1    S+   09:38   0:00                      \_ /bin/sh ./uac -p ir_triage /home/administrator/Desktop/
root        7003  250  0.1   8152  4352 pts/1    R+   09:38   0:00                          \_ ps auxwwwf
