[2025-05-30 13:35:33.2001251 | INF] KAPE directory: D:\kape\KAPE
[2025-05-30 13:35:59.4670046 | INF]   Deferring C:\Windows\System32\winevt\logs\Windows PowerShell.evtx due to IOException...
[2025-05-30 13:36:08.2768352 | INF]   Deferring C:\Windows\System32\WDI\LogFiles\WdiContextLog.etl.001 due to IOException...
[2025-05-30 13:36:20.0629889 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\LwtNetLog.etl due to IOException...
[2025-05-30 13:36:20.0654879 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\Microsoft-Windows-Rdp-Graphics-RdpIdd-Trace.etl due to IOException...
[2025-05-30 13:36:20.0674395 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\NetCore.etl due to IOException...
[2025-05-30 13:36:20.0684152 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\NtfsLog.etl due to IOException...
[2025-05-30 13:36:20.0693942 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RadioMgr.etl due to IOException...
[2025-05-30 13:36:20.0703702 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\ReFSLog.etl due to IOException...
[2025-05-30 13:36:20.2392415 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\Wifi.etl due to IOException...
[2025-05-30 13:36:25.9585218 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\WifiDriverIHVSession.etl.003 due to IOException...
[2025-05-30 13:36:26.0010454 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDCPrinterEventTraceSession.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0040099 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderApiLogger.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0040099 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderAuditLogger.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0049887 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0059658 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0069462 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0088926 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0098691 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0124500 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0133568 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTWFP-IPsec Diagnostics.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.0156690 | INF]   Deferring C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTWINNETESP.etl due to UnauthorizedAccessException...
[2025-05-30 13:36:26.1590373 | INF]   Deferring C:\Windows\System32\SleepStudy\SleepStudyTraceSession.etl due to IOException...
[2025-05-30 13:36:28.8597143 | INF]   Deferring C:\Windows\System32\SleepStudy\ScreenOn\ScreenOnPowerStudyTraceSession-2025-05-30-13-10-47.etl due to IOException...
[2025-05-30 13:36:31.1849349 | INF]   Deferring C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20250530_191045_818.etl due to IOException...
[2025-05-30 13:36:47.7446988 | INF]   Deferring C:\Windows\AppCompat\Programs\Amcache.hve due to IOException...
[2025-05-30 13:36:47.7466518 | INF]   Deferring C:\Windows\AppCompat\Programs\Amcache.hve.LOG1 due to IOException...
[2025-05-30 13:36:47.7476280 | INF]   Deferring C:\Windows\AppCompat\Programs\Amcache.hve.LOG2 due to IOException...
[2025-05-30 13:36:47.7476280 | INF]   Deferring C:\$MFT due to UnauthorizedAccessException...
[2025-05-30 13:36:47.7492418 | INF]   Deferring C:\$LogFile due to UnauthorizedAccessException...
[2025-05-30 13:36:47.7510911 | INF]   Deferring C:\$Extend\$UsnJrnl:$J due to NotSupportedException...
[2025-05-30 13:36:47.7530456 | INF]   Deferring C:\$Extend\$UsnJrnl:$Max due to NotSupportedException...
[2025-05-30 13:36:47.7540201 | INF]   Deferring C:\$Secure:$SDS due to NotSupportedException...
[2025-05-30 13:36:47.7559749 | INF]   Deferring C:\$Boot due to UnauthorizedAccessException...
[2025-05-30 13:36:47.7579258 | INF]   Deferring C:\$Extend\$RmMetadata\$TxfLog\$Tops:$T due to NotSupportedException...
[2025-05-30 13:36:50.6477466 | INF]   Deferring C:\Windows\System32\config\SAM.LOG1 due to IOException...
[2025-05-30 13:36:50.6506818 | INF]   Deferring C:\Windows\System32\config\SAM.LOG2 due to IOException...
[2025-05-30 13:36:50.6506818 | INF]   Deferring C:\Windows\System32\config\SECURITY.LOG1 due to IOException...
[2025-05-30 13:36:50.6516594 | INF]   Deferring C:\Windows\System32\config\SECURITY.LOG2 due to IOException...
[2025-05-30 13:36:50.6526338 | INF]   Deferring C:\Windows\System32\config\SOFTWARE.LOG1 due to IOException...
[2025-05-30 13:36:50.6546469 | INF]   Deferring C:\Windows\System32\config\SOFTWARE.LOG2 due to IOException...
[2025-05-30 13:36:50.6555964 | INF]   Deferring C:\Windows\System32\config\SYSTEM.LOG1 due to IOException...
[2025-05-30 13:36:50.6585254 | INF]   Deferring C:\Windows\System32\config\SYSTEM.LOG2 due to IOException...
[2025-05-30 13:36:50.6595005 | INF]   Deferring C:\Windows\System32\config\SAM due to IOException...
[2025-05-30 13:36:50.6595005 | INF]   Deferring C:\Windows\System32\config\SECURITY due to IOException...
[2025-05-30 13:36:50.6604785 | INF]   Deferring C:\Windows\System32\config\SOFTWARE due to IOException...
[2025-05-30 13:36:50.6614546 | INF]   Deferring C:\Windows\System32\config\SYSTEM due to IOException...
[2025-05-30 13:36:50.6640032 | INF]   Deferring C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT due to IOException...
[2025-05-30 13:36:50.6658162 | INF]   Deferring C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1 due to IOException...
[2025-05-30 13:36:50.6688186 | INF]   Deferring C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2 due to IOException...
[2025-05-30 13:36:50.6688186 | INF]   Deferring C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT due to IOException...
[2025-05-30 13:36:50.6707731 | INF]   Deferring C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1 due to IOException...
[2025-05-30 13:36:50.6717457 | INF]   Deferring C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2 due to IOException...
[2025-05-30 13:36:50.7172193 | INF]   Deferring C:\Users\Ernes\NTUSER.DAT due to IOException...
[2025-05-30 13:36:50.7572679 | INF]   Deferring C:\Users\Ernes\ntuser.dat.LOG1 due to IOException...
[2025-05-30 13:36:50.7590709 | INF]   Deferring C:\Users\Ernes\ntuser.dat.LOG2 due to IOException...
[2025-05-30 13:36:50.7610246 | INF]   Deferring C:\Windows\System32\config\DEFAULT due to IOException...
[2025-05-30 13:36:50.7619997 | INF]   Deferring C:\Windows\System32\config\DEFAULT.LOG1 due to IOException...
[2025-05-30 13:36:50.7629786 | INF]   Deferring C:\Windows\System32\config\DEFAULT.LOG2 due to IOException...
[2025-05-30 13:36:50.7649292 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat due to IOException...
[2025-05-30 13:36:50.7674098 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1 due to IOException...
[2025-05-30 13:36:50.7693689 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2 due to IOException...
[2025-05-30 13:37:16.8230318 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db due to IOException...
[2025-05-30 13:37:16.8642259 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db due to IOException...
[2025-05-30 13:37:18.0164835 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db due to IOException...
[2025-05-30 13:37:18.1114529 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db due to IOException...
[2025-05-30 13:37:18.2316884 | INF]   Deferring C:\Windows\System32\wbem\Repository\INDEX.BTR due to IOException...
[2025-05-30 13:37:18.2336465 | INF]   Deferring C:\Windows\System32\wbem\Repository\MAPPING1.MAP due to IOException...
[2025-05-30 13:37:18.2346245 | INF]   Deferring C:\Windows\System32\wbem\Repository\MAPPING2.MAP due to IOException...
[2025-05-30 13:37:18.2356007 | INF]   Deferring C:\Windows\System32\wbem\Repository\MAPPING3.MAP due to IOException...
[2025-05-30 13:37:18.2365773 | INF]   Deferring C:\Windows\System32\wbem\Repository\OBJECTS.DATA due to IOException...
[2025-05-30 13:37:18.5008512 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Collections\collectionsSQLite due to IOException...
[2025-05-30 13:37:18.5043416 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Favicons due to IOException...
[2025-05-30 13:37:18.5057158 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\History due to IOException...
[2025-05-30 13:37:18.5067012 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\History-journal due to IOException...
[2025-05-30 13:37:18.6784270 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Login Data due to IOException...
[2025-05-30 13:37:18.6818909 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Network Action Predictor due to IOException...
[2025-05-30 13:37:18.7791938 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites due to IOException...
[2025-05-30 13:37:18.7821229 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Web Data due to IOException...
[2025-05-30 13:37:18.7821229 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Web Data-journal due to IOException...
[2025-05-30 13:37:21.1503216 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log due to IOException...
[2025-05-30 13:37:22.0916426 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edbtmp.log due to IOException...
[2025-05-30 13:37:22.9731080 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\V01.log due to IOException...
[2025-05-30 13:37:23.1016409 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat due to IOException...
[2025-05-30 13:37:23.1046397 | INF]   Deferring C:\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.jfm due to IOException...
[2025-05-30 13:37:23.2249730 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Favicons due to IOException...
[2025-05-30 13:37:23.2288198 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Favicons-journal due to IOException...
[2025-05-30 13:37:23.2307734 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\History due to IOException...
[2025-05-30 13:37:23.2317689 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\History-journal due to IOException...
[2025-05-30 13:37:23.3051231 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sessions\Session_13393106060880278 due to IOException...
[2025-05-30 13:37:23.3075953 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sessions\Tabs_13393106956995687 due to IOException...
[2025-05-30 13:37:23.3095742 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Login Data due to IOException...
[2025-05-30 13:37:23.3105558 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Network Action Predictor due to IOException...
[2025-05-30 13:37:23.3573792 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Shortcuts due to IOException...
[2025-05-30 13:37:23.3588910 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Shortcuts-journal due to IOException...
[2025-05-30 13:37:23.3598650 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Top Sites due to IOException...
[2025-05-30 13:37:23.3614884 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Web Data due to IOException...
[2025-05-30 13:37:23.3623519 | INF]   Deferring C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Web Data-journal due to IOException...
[2025-05-30 13:37:23.4070844 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows-gather.db due to IOException...
[2025-05-30 13:37:23.4109901 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows-gather.db-shm due to IOException...
[2025-05-30 13:37:23.4119664 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows-gather.db-wal due to IOException...
[2025-05-30 13:37:23.4119664 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows-usn.db due to IOException...
[2025-05-30 13:37:23.4144509 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows-usn.db-shm due to IOException...
[2025-05-30 13:37:23.4164687 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows-usn.db-wal due to IOException...
[2025-05-30 13:37:23.4174558 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows.db due to IOException...
[2025-05-30 13:37:23.4194100 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows.db-shm due to IOException...
[2025-05-30 13:37:23.4203841 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\Windows.db-wal due to IOException...
[2025-05-30 13:37:23.6192126 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\GatherLogs\SystemIndex\SystemIndex.2.Crwl due to IOException...
[2025-05-30 13:37:23.6216163 | INF]   Deferring C:\programdata\microsoft\search\data\applications\windows\GatherLogs\SystemIndex\SystemIndex.2.gthr due to IOException...
[2025-05-30 13:37:23.6245547 | INF]   Deferring C:\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db due to IOException...
[2025-05-30 13:37:23.6255291 | INF]   Deferring C:\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db-shm due to IOException...
[2025-05-30 13:37:23.6265044 | INF]   Deferring C:\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db-wal due to IOException...
[2025-05-30 13:37:23.7378961 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\EventStore.db due to IOException...
[2025-05-30 13:37:23.7408250 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\EventStore.db-shm due to IOException...
[2025-05-30 13:37:23.7418025 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\EventStore.db-wal due to IOException...
[2025-05-30 13:37:24.7140470 | INF]   Deferring C:\ProgramData\Microsoft\Windows Defender\IMpService77BDAF73-B396-481F-9042-AD358843EC24.lock due to IOException...
[2025-05-30 13:37:37.4559331 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db due to IOException...
[2025-05-30 13:37:37.4588702 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-shm due to IOException...
[2025-05-30 13:37:37.4588702 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-wal due to IOException...
[2025-05-30 13:37:37.7106233 | INF]   Deferring C:\ProgramData\Microsoft\EdgeUpdate\Log\MicrosoftEdgeUpdate.log due to IOException...
[2025-05-30 13:37:38.1694475 | INF]   Deferring C:\ProgramData\Microsoft\Network\Downloader\edb.log due to IOException...
[2025-05-30 13:37:39.2046253 | INF]   Deferring C:\ProgramData\Microsoft\Network\Downloader\qmgr.db due to IOException...
[2025-05-30 13:37:39.2077672 | INF]   Deferring C:\ProgramData\Microsoft\Network\Downloader\qmgr.jfm due to IOException...
[2025-05-30 13:37:57.2729722 | INF]   Deferring C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd due to IOException...
[2025-05-30 13:37:57.2758828 | INF]   Deferring C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm due to IOException...
[2025-05-30 13:37:57.2777498 | INF]   Deferring C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-wal due to IOException...
[2025-05-30 13:37:57.2797560 | INF]   Deferring C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd due to IOException...
[2025-05-30 13:37:57.2817087 | INF]   Deferring C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm due to IOException...
[2025-05-30 13:37:57.2836635 | INF]   Deferring C:\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal due to IOException...
[2025-05-30 13:37:57.6795673 | INF]   Deferring C:\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db due to UnauthorizedAccessException...
[2025-05-30 13:37:57.6834849 | INF]   Deferring C:\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db-shm due to UnauthorizedAccessException...
[2025-05-30 13:37:57.6834849 | INF]   Deferring C:\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db-wal due to UnauthorizedAccessException...
[2025-05-30 13:37:59.5136295 | INF]   Deferring C:\ProgramData\Microsoft\Windows\wfp\wfpdiag.etl due to IOException...
[2025-05-30 13:37:59.7496560 | INF]   Deferring C:\ProgramData\Microsoft\Windows Defender\Scans\MpDiag.bin due to IOException...
[2025-05-30 13:37:59.9712121 | INF]   Deferring C:\ProgramData\Microsoft\Windows Security Health\Logs\SHS-05302025-131213-7-1ff-22621.1.amd64fre.ni_release.220506-1250.etl due to IOException...
[2025-05-30 13:38:09.3419235 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db due to IOException...
[2025-05-30 13:38:09.3438762 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-shm due to IOException...
[2025-05-30 13:38:09.3448501 | INF]   Deferring C:\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-wal due to IOException...
[2025-05-30 13:38:09.7564372 | INF]   Deferring C:\ProgramData\Microsoft\Windows\LfSvc\Geofence\GeofenceApplicationID.dat due to IOException...
[2025-05-30 13:39:14.4229852 | INF]   Deferring C:\ProgramData\Microsoft\Windows\LfSvc\Geofence\S-1-5-18_NonPackagedApp\Geofence.dat due to IOException...
[2025-05-30 13:39:20.6986932 | INF]   Deferring C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\1EE82823-EF22-4B91-9EE7-5E96771C4545-0.bin due to UnauthorizedAccessException...
[2025-05-30 13:39:35.1040954 | INF]   Deferring C:\ProgramData\Microsoft\Windows\RetailDemo\OfflineContent\Packages\Microsoft.DemoHub_8wekyb3d8bbwe\Microsoft.DemoHub_8wekyb3d8bbwe.appx due to IOException...
[2025-05-30 13:39:44.3398260 | INF]   Deferring C:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___1920_1080_notdimmed.jpg due to UnauthorizedAccessException...
[2025-05-30 13:39:44.7418477 | INF]   Deferring C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db due to IOException...
[2025-05-30 13:39:44.7438005 | INF]   Deferring C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db-shm due to IOException...
[2025-05-30 13:39:44.7447765 | INF]   Deferring C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db-wal due to IOException...
[2025-05-30 13:39:44.7472659 | INF]   Deferring C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db due to IOException...
[2025-05-30 13:39:44.7511741 | INF]   Deferring C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db-shm due to IOException...
[2025-05-30 13:39:44.7531260 | INF]   Deferring C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db-wal due to IOException...
[2025-05-30 13:39:52.7278403 | INF] Deferred file count: 318. Copying locked files...
[2025-05-30 13:39:52.8338153 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Application.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Application.evtx. Hashing source file...
[2025-05-30 13:39:52.8722072 | INF]   Copied deferred file C:\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx. Hashing source file...
[2025-05-30 13:39:52.9070569 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows Defender\Support\MPDetection-20250529-141655.log to D:\KAPEOUT\C\ProgramData\Microsoft\Windows Defender\Support\MPDetection-20250529-141655.log. Hashing source file...
[2025-05-30 13:39:52.9528010 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows Defender\Support\MPLog-20250529-141655.log to D:\KAPEOUT\C\ProgramData\Microsoft\Windows Defender\Support\MPLog-20250529-141655.log. Hashing source file...
[2025-05-30 13:39:53.0663633 | INF]   Copied deferred file C:\ProgramData\Microsoft\Windows Defender\Support\MpWppTracing-20250530-131044-00000003-ffffffff.bin to D:\KAPEOUT\C\ProgramData\Microsoft\Windows Defender\Support\MpWppTracing-20250530-131044-00000003-ffffffff.bin. Hashing source file...
[2025-05-30 13:39:53.0898375 | FTL] Could not copy file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-05-30.1920.14072.5.aodl to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-05-30.1920.14072.5.aodl. Error: Decompression returned too little data
System.IO.IOException: Decompression returned too little data
   at DiscUtils.Ntfs.CompressedClusterStream.LoadCache(Int64 vcn)
   at DiscUtils.Ntfs.CompressedClusterStream.ReadClusters(Int64 startVcn, Int32 count, Byte[] buffer, Int32 offset)
   at DiscUtils.Ntfs.NonResidentDataBuffer.Read(Int64 pos, Byte[] buffer, Int32 offset, Int32 count)
   at DiscUtils.Ntfs.NtfsAttributeBuffer.Read(Int64 pos, Byte[] buffer, Int32 offset, Int32 count)
   at DiscUtils.Streams.BufferStream.Read(Byte[] buffer, Int32 offset, Int32 count)
   at DiscUtils.Ntfs.NtfsFileStream.Read(Byte[] buffer, Int32 offset, Int32 count)
   at System.Security.Cryptography.HashAlgorithm.ComputeHash(Stream inputStream)
   at RawCopy.Helper.GetSha1FromStream(Stream stream, Int64 startPos)
   at kape.Classes.Copy.RawDiskLibCopy.Copy(String vssMountDirectory, Boolean deduplicate, Boolean usingContainer, TimeSpan findTime, Boolean simulateCopy)
[2025-05-30 13:39:53.1256456 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc. Hashing source file...
[2025-05-30 13:39:53.1546117 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc-shm. Hashing source file...
[2025-05-30 13:39:53.1845389 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc-wal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc-wal. Hashing source file...
[2025-05-30 13:39:53.2174414 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\CxP.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\CxP.db. Hashing source file...
[2025-05-30 13:39:53.2483605 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\CxP.db-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\CxP.db-shm. Hashing source file...
[2025-05-30 13:39:53.2876427 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\CxP.db-wal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\CxP.db-wal. Hashing source file...
[2025-05-30 13:39:53.3196135 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\FileSyncFSCache.db-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\FileSyncFSCache.db-shm. Hashing source file...
[2025-05-30 13:39:53.3505532 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\FileSyncFSCache.db-wal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\FileSyncFSCache.db-wal. Hashing source file...
[2025-05-30 13:39:53.3825025 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\KFM.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\KFM.db. Hashing source file...
[2025-05-30 13:39:54.0186765 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db. Hashing source file...
[2025-05-30 13:39:54.8949675 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db-shm. Hashing source file...
[2025-05-30 13:39:54.9289128 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db-wal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db-wal. Hashing source file...
[2025-05-30 13:39:54.9559176 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SafeDelete.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\OneDrive\settings\Personal\SafeDelete.db. Hashing source file...
