Volatility 3 Framework 2.27.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
**** 7064	6756	msedge.exe	0x850cd2032080	8	-	1	False	2024-07-23 02:28:31.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --field-trial-handle=2740,i,16292191834622765677,17831491288430360784,262144 --variations-seed-version --mojo-platform-channel-handle=2868 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 7412	6756	msedge.exe	0x850cd17e7080	16	-	1	False	2024-07-23 02:29:19.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=18 --time-ticks-at-unix-epoch=-1721701666372359 --launch-time-ticks=92882621 --field-trial-handle=4844,i,16292191834622765677,17831491288430360784,262144 --variations-seed-version --mojo-platform-channel-handle=4728 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 7032	6756	msedge.exe	0x850cd2806080	17	-	1	False	2024-07-23 02:28:31.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --field-trial-handle=2144,i,16292191834622765677,17831491288430360784,262144 --variations-seed-version --mojo-platform-channel-handle=2128 /prefetch:3	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
*** 5476	3128	gkape.exe	0x850cd22b9080	19	-	1	False	2024-07-23 02:29:37.000000 UTC	N/A	\Device\HarddiskVolume5\kape\KAPE\gkape.exe	"E:\kape\KAPE\gkape.exe" 	E:\kape\KAPE\gkape.exe
**** 3216	5476	kape.exe	0x850cd15a4080	15	-	1	False	2024-07-23 02:33:41.000000 UTC	N/A	\Device\HarddiskVolume5\kape\KAPE\kape.exe	"E:\kape\KAPE\kape.exe" --msource C:\ --mdest E:\dump --module DumpIt_Memory --gui	E:\kape\KAPE\kape.exe
***** 6440	3216	conhost.exe	0x850cd1676080	5	-	1	False	2024-07-23 02:33:42.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
***** 8416	3216	DumpIt.exe	0x850ccfaac080	4	-	1	False	2024-07-23 02:33:45.000000 UTC	N/A	\Device\HarddiskVolume5\kape\KAPE\Modules\bin\DumpIt.exe	"E:\kape\KAPE\Modules\bin\DumpIt.exe" /O E:\dump\Memory/memdump.dmp /Q	E:\kape\KAPE\Modules\bin\DumpIt.exe
*** 6792	3128	OneDrive.exe	0x850cd1c91080	20	-	1	False	2024-07-23 02:28:30.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Microsoft\OneDrive\OneDrive.exe	"C:\Users\User2\AppData\Local\Microsoft\OneDrive\OneDrive.exe" /background	C:\Users\User2\AppData\Local\Microsoft\OneDrive\OneDrive.exe
*** 8108	3128	Code.exe	0x850cd13c3080	42	-	1	False	2024-07-23 02:28:58.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" 	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
**** 7904	8108	Code.exe	0x850cd27a3080	19	-	1	False	2024-07-23 02:29:03.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir="C:\Users\User2\AppData\Roaming\Code" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=3508 --field-trial-handle=1692,i,16467833647474465927,11985723710901115035,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version /prefetch:8	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
**** 4424	8108	Code.exe	0x850cd20fa080	20	-	1	False	2024-07-23 02:29:03.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir="C:\Users\User2\AppData\Roaming\Code" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=3532 --field-trial-handle=1692,i,16467833647474465927,11985723710901115035,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version /prefetch:8	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
**** 1612	8108	Code.exe	0x850cd21d5080	19	-	1	False	2024-07-23 02:29:03.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --user-data-dir="C:\Users\User2\AppData\Roaming\Code" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=3464 --field-trial-handle=1692,i,16467833647474465927,11985723710901115035,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version /prefetch:8	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
***** 2816	1612	Code.exe	0x850cd2811080	11	-	1	False	2024-07-23 02:29:06.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --max-old-space-size=3072 "c:\Users\User2\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\node_modules\typescript\lib\tsserver.js" --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName C:\Users\User2\AppData\Local\Temp\vscode-typescript\9d249217e63ce7e06175\tscancellation-a07770651154e5cb65a6.tmp* --globalPlugins @vsintellicode/typescript-intellicode-plugin,ms-vsintellicode-typescript --pluginProbeLocations c:\Users\User2\.vscode\extensions\visualstudioexptteam.vscodeintellicode-1.3.1,c:\Users\User2\.vscode\extensions\visualstudioexptteam.vscodeintellicode-1.3.1 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
****** 7868	2816	Code.exe	0x850cd1ba6080	9	-	1	False	2024-07-23 02:29:07.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" "c:/Users/User2/AppData/Local/Programs/Microsoft VS Code/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js" --globalTypingsCacheLocation C:/Users/User2/AppData/Local/Microsoft/TypeScript/5.5 --enableTelemetry --typesMapLocation "c:/Users/User2/AppData/Local/Programs/Microsoft VS Code/resources/app/extensions/node_modules/typescript/lib/typesMap.json" --validateDefaultNpmLocation	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
***** 4196	1612	cmd.exe	0x850cd1d83080	1	-	1	False	2024-07-23 02:32:35.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\cmd.exe	C:\Windows\system32\cmd.exe /d /s /c "C:\Users\Public\RuntimeBroker.exe
"	C:\Windows\system32\cmd.exe
****** 7864	4196	conhost.exe	0x850cd1e6a080	2	-	1	False	2024-07-23 02:32:35.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
****** 1224	4196	RuntimeBroker.	0x850cd1cbf300	4	-	1	False	2024-07-23 02:32:35.000000 UTC	N/A	\Device\HarddiskVolume3\Users\Public\RuntimeBroker.exe	C:\Users\Public\RuntimeBroker.exe	C:\Users\Public\RuntimeBroker.exe
******* 9008	1224	cmd.exe	0x850cd1bc7080	3	-	1	False	2024-07-23 02:35:37.000000 UTC	N/A	-	-	-
***** 8332	1612	devsense.php.l	0x850cd2a6d080	10	-	1	False	2024-07-23 02:29:08.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\.vscode\extensions\devsense.phptools-vscode-1.49.15728-win32-x64\out\server\devsense.php.ls.exe	c:\Users\User2\.vscode\extensions\devsense.phptools-vscode-1.49.15728-win32-x64\out\server\devsense.php.ls	c:\Users\User2\.vscode\extensions\devsense.phptools-vscode-1.49.15728-win32-x64\out\server\devsense.php.ls.exe
****** 8384	8332	conhost.exe	0x850cd1672080	3	-	1	False	2024-07-23 02:29:08.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
***** 2544	1612	Code.exe	0x850cd2acd080	9	-	1	False	2024-07-23 02:29:06.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --max-old-space-size=3072 "c:\Users\User2\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\node_modules\typescript\lib\tsserver.js" --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName C:\Users\User2\AppData\Local\Temp\vscode-typescript\9d249217e63ce7e06175\tscancellation-ae8d513fe2e9c2e276ef.tmp* --globalPlugins @vsintellicode/typescript-intellicode-plugin,ms-vsintellicode-typescript --pluginProbeLocations c:\Users\User2\.vscode\extensions\visualstudioexptteam.vscodeintellicode-1.3.1,c:\Users\User2\.vscode\extensions\visualstudioexptteam.vscodeintellicode-1.3.1 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
***** 7800	1612	Code.exe	0x850cd28130c0	13	-	1	False	2024-07-23 02:29:06.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" c:\Users\User2\.vscode\extensions\visualstudioexptteam.intellicode-api-usage-examples-0.2.8\dist\server\server.js --node-ipc --clientProcessId=1612	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
**** 4272	8108	Code.exe	0x850cd1c9b080	8	-	1	False	2024-07-23 02:28:59.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --type=crashpad-handler --user-data-dir=C:\Users\User2\AppData\Roaming\Code /prefetch:4 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\User2\AppData\Roaming\Code\Crashpad --url=appcenter://code?aid=a4e3233c-699c-46ec-b4f4-9c2a77254662&uid=e2e9c168-876e-405d-8694-27b290d3003e&iid=e2e9c168-876e-405d-8694-27b290d3003e&sid=e2e9c168-876e-405d-8694-27b290d3003e --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.91.1 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=29.4.0 --initial-client-data=0x404,0x408,0x40c,0x3fc,0x410,0x7ff7e77e7d40,0x7ff7e77e7d4c,0x7ff7e77e7d58	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
**** 7572	8108	Code.exe	0x850cd20f5080	17	-	1	False	2024-07-23 02:29:01.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --type=renderer --user-data-dir="C:\Users\User2\AppData\Roaming\Code" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-user-model-id=Microsoft.VisualStudioCode --app-path="C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\resources\app" --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration, --lang=en-US --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=4 --time-ticks-at-unix-epoch=-1721701666371262 --launch-time-ticks=74918546 --mojo-platform-channel-handle=3068 --field-trial-handle=1692,i,16467833647474465927,11985723710901115035,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --vscode-window-config=vscode:bddae25a-6614-4bdc-9ed1-5224125ad6dc /prefetch:1	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
**** 7636	8108	Code.exe	0x850cd18ec080	16	-	1	False	2024-07-23 02:28:59.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --type=gpu-process --user-data-dir="C:\Users\User2\AppData\Roaming\Code" --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --mojo-platform-channel-handle=1688 --field-trial-handle=1692,i,16467833647474465927,11985723710901115035,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version /prefetch:2	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
**** 8020	8108	Code.exe	0x850cd22d1080	14	-	1	False	2024-07-23 02:28:59.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe	"C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir="C:\Users\User2\AppData\Roaming\Code" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=1920 --field-trial-handle=1692,i,16467833647474465927,11985723710901115035,262144 --enable-features=kWebSQLAccess --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version /prefetch:3	C:\Users\User2\AppData\Local\Programs\Microsoft VS Code\Code.exe
*** 6648	3128	SecurityHealth	0x850cd18ea0c0	3	-	1	False	2024-07-23 02:28:29.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthSystray.exe	"C:\Windows\System32\SecurityHealthSystray.exe" 	C:\Windows\System32\SecurityHealthSystray.exe
146290102027448	0		0x850cd190c080	0	-	N/A	False	1600-07-28 12:51:52.000000 UTC	N/A	-	-	-
