No.,Time,Source,Destination,Protocol,Length,Info,HID Data
406,192.367443,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
407,192.648442,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
408,192.788441,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
409,193.139467,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
410,193.229467,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
411,193.379465,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
412,194.001442,1.12.1,host,USB,35,URB_INTERRUPT in,02000c0000000000
413,194.076442,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
414,194.266467,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
415,196.592439,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
416,196.727438,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
417,197.053438,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
418,197.158438,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
419,197.529438,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
420,197.670438,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
421,205.54443,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
422,205.829456,1.12.1,host,USB,35,URB_INTERRUPT in,02002d0000000000
423,205.905429,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
424,206.281429,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
425,207.02743,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
426,207.168429,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
427,207.488427,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
428,207.619429,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
429,208.220429,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
430,208.356428,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
431,208.746452,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
432,208.867427,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
433,209.042428,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
434,209.157428,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
435,209.543427,1.12.1,host,USB,35,URB_INTERRUPT in,0000040000000000
436,209.629427,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
437,210.290425,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
438,210.416451,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
439,210.576451,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
440,210.681457,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
441,210.816426,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
442,210.912427,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
443,211.037427,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
444,211.142426,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
445,211.278424,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
446,211.398424,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
447,211.849424,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
448,211.974454,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
449,212.410424,1.12.1,host,USB,35,URB_INTERRUPT in,0000040000000000
450,212.511425,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
451,212.932422,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
452,213.077424,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
453,213.448422,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
454,213.583449,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
455,215.683422,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
456,215.804421,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
457,216.25042,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
458,216.380422,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
459,216.866419,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
460,216.986419,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
461,217.192421,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
462,217.312421,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
463,219.698418,1.12.1,host,USB,35,URB_INTERRUPT in,0000070000000000
464,219.783417,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
465,220.159442,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
466,220.254419,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
467,220.490417,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
468,220.590415,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
469,220.740444,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
470,220.856417,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
471,221.011415,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
472,221.116443,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
473,222.044441,1.12.1,host,USB,35,URB_INTERRUPT in,00001c0000000000
474,222.099414,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
475,222.259416,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
476,222.349414,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
477,222.846413,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
478,222.991415,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
479,223.422442,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
480,223.507414,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
481,224.114414,1.12.1,host,USB,35,URB_INTERRUPT in,0000150000000000
482,224.189414,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
